"","time","s.num","i.num","num","se.flow","is.flow","ei.flow","iq.flow","iq2h.flow","hf.flow","ds.flow","de.flow","di.flow","dq.flow","dh.flow","dr.flow","a.flow","e.num","r.num","q.num","h.num","f.num","p.num","a.num"
"288",288,5682,2,10036,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4280,1,0,45,25,0
"289",289,5681,3,10037,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4280,1,0,45,26,0
"290",290,5684,3,10037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4280,1,0,45,23,0
"291",291,5686,2,10037,1,1,0,0,1,0,0,0,0,0,0,0,0,2,4281,1,0,45,20,0
"292",292,5687,2,10037,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4281,1,0,45,17,0
"293",293,5684,2,10037,1,2,1,0,0,0,0,0,0,0,0,0,0,3,4283,1,0,45,19,0
"294",294,5681,3,10037,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4283,1,0,45,22,0
"295",295,5677,4,10037,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4284,0,0,45,25,1
"296",296,5676,4,10037,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4284,0,0,45,24,1
"297",297,5678,4,10038,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4284,1,0,45,22,0
"298",298,5675,3,10038,0,2,1,0,1,0,0,0,0,0,0,0,0,2,4286,1,1,45,25,0
"299",299,5670,4,10037,1,0,1,0,0,0,1,0,0,0,0,0,0,2,4286,1,1,45,28,0
"300",300,5671,3,10038,2,1,0,0,0,1,0,0,0,0,0,0,1,4,4287,1,0,46,26,0
"301",301,5667,4,10038,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4287,1,0,46,29,0
"302",302,5664,4,10039,0,2,1,0,0,0,0,0,0,0,0,0,1,2,4289,1,0,46,33,0
"303",303,5661,4,10039,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4290,1,0,46,36,0
"304",304,5663,3,10039,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4291,1,0,46,34,0
"305",305,5662,3,10038,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4291,1,0,46,35,0
"306",306,5664,2,10038,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4292,1,0,46,32,0
"307",307,5667,2,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4292,1,0,46,29,0
"308",308,5670,2,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4292,1,0,46,26,0
"309",309,5672,2,10038,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4292,1,0,46,23,0
"310",310,5670,2,10038,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4293,1,0,46,25,0
"311",311,5674,2,10038,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4294,0,0,46,21,0
"312",312,5677,2,10038,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4294,0,0,46,17,0
"313",313,5676,3,10039,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4294,0,0,46,19,0
"314",314,5678,3,10037,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4293,0,0,46,16,0
"315",315,5680,3,10037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4293,0,0,46,14,0
"316",316,5677,3,10038,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4294,0,0,46,18,0
"317",317,5678,3,10038,1,0,0,0,0,0,1,0,0,0,0,0,1,1,4294,0,0,46,16,0
"318",318,5681,3,10040,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4294,0,0,46,15,0
"319",319,5683,2,10040,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4295,0,0,46,13,0
"320",320,5683,2,10040,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4295,0,0,46,12,0
"321",321,5679,3,10040,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4296,0,0,46,16,0
"322",322,5681,3,10041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4296,0,0,46,15,0
"323",323,5682,3,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,0,0,46,14,0
"324",324,5682,3,10041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4296,0,0,46,13,0
"325",325,5683,2,10041,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4297,0,0,46,11,0
"326",326,5684,2,10041,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4297,0,0,46,9,0
"327",327,5680,3,10041,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4298,0,0,46,13,0
"328",328,5683,3,10042,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4298,0,0,46,11,0
"329",329,5678,4,10042,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4298,0,0,46,15,0
"330",330,5678,3,10042,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4299,0,0,46,14,0
"331",331,5678,3,10042,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4299,0,0,46,13,0
"332",332,5674,3,10042,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4300,0,0,46,17,0
"333",333,5669,4,10042,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4300,0,0,46,21,0
"334",334,5669,4,10041,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4300,0,0,46,20,0
"335",335,5661,5,10041,4,0,1,0,0,0,0,0,0,0,0,1,1,5,4299,0,0,46,25,0
"336",336,5655,4,10041,2,2,1,1,0,0,0,0,0,0,0,0,0,5,4301,1,0,46,29,0
"337",337,5651,4,10041,0,1,1,1,0,0,0,0,0,0,0,0,0,3,4302,2,0,46,33,0
"338",338,5645,5,10041,2,2,1,0,0,0,0,0,0,0,0,0,0,3,4304,1,0,46,37,0
"339",339,5641,4,10041,1,1,1,1,1,0,0,0,0,0,0,0,0,3,4305,1,1,46,40,0
"340",340,5639,4,10042,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4306,1,1,46,43,0
"341",341,5634,4,10040,1,1,1,0,0,0,1,0,0,0,0,1,0,2,4306,1,1,46,46,0
"342",342,5637,4,10040,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4306,1,1,46,43,0
"343",343,5634,4,10040,1,2,1,0,0,0,0,0,0,0,0,0,0,1,4308,1,1,46,45,0
"344",344,5638,3,10041,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4309,1,1,46,42,0
"345",345,5640,2,10041,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4310,1,1,46,39,0
"346",346,5643,2,10041,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4311,0,1,46,35,0
"347",347,5644,2,10042,0,1,1,1,0,0,0,0,0,0,0,0,1,1,4312,1,0,46,35,1
"348",348,5647,2,10042,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4312,1,0,46,30,1
"349",349,5646,3,10042,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4313,1,0,46,30,1
"350",350,5651,2,10042,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4314,2,0,46,25,0
"351",351,5650,3,10042,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4314,2,0,46,25,1
"352",352,5648,4,10042,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4315,1,0,46,26,1
"353",353,5650,4,10044,2,0,0,0,0,0,0,0,0,0,0,0,2,3,4315,1,0,46,24,1
"354",354,5650,3,10044,2,0,0,0,1,0,0,0,0,0,0,0,0,5,4315,1,1,46,22,1
"355",355,5647,4,10044,0,1,1,0,0,0,1,0,0,0,0,0,1,3,4317,2,0,46,25,0
"356",356,5643,5,10044,1,2,1,0,0,0,0,0,0,0,0,0,0,2,4319,1,0,46,28,0
"357",357,5644,4,10044,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4319,2,0,46,26,0
"358",358,5638,4,10044,2,1,1,1,0,0,0,0,0,0,0,0,0,4,4320,2,0,46,30,0
"359",359,5635,4,10044,0,2,1,0,0,0,0,0,0,0,0,0,0,2,4322,2,0,46,33,0
"360",360,5632,4,10043,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4323,2,0,46,35,1
"361",361,5634,4,10044,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4324,1,0,46,33,1
"362",362,5637,3,10045,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4325,2,0,46,31,0
"363",363,5640,3,10045,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4326,1,0,46,28,0
"364",364,5641,3,10045,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4326,1,0,46,25,0
"365",365,5638,4,10045,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4327,1,0,46,27,0
"366",366,5641,3,10045,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4328,1,0,46,24,0
